nama_tempat,user,review,rating
Enter Komputer,Agie Anugrah Pratama,"Kemaren saya nganter temen beli laptop kesitu, tempatnya lumayan lega si, disitu kayaknya hanya menjual barang2 tetmasjk software ori, anti bajakan",4 bintang
Enter Komputer,Ajat Sudrajat,Cukup baik untuk pelayanan nya detail untuk penjelasan barang yang kita cari sesuai dengan kebutuhan aga lumayan lama nunggu pick up nya Karna menunggu antrian yang cukup banyak pembeli nya .,4 bintang
Enter Komputer,meli anpt,tempat nya bagus,5 bintang
Enter Komputer,Umami Utami,ada sediain nomor kontak WA tapi ga dibales. heran deh.,2 bintang
Enter Komputer,Spyro legendz,"Tempatnya bersih, staffnya buanyak
Untuk harga ssd disini ga jauh dari harga toko lain, walau agak mahal sedikit dari toko lain tapi terbayar dengan pelayanan dan after salesnya, untuk cek harga …",5 bintang
Enter Komputer,HEIDY TAMATOMPOL,"Ini toko rame banget....
Saking ramenya orang yang sudah bayar dan mo minta bantuan utk ngantar barang sampe k mobil butuh waktu sampe 30 menit.... Luar biasa.... Klo barangnya kecil …",2 bintang
Enter Komputer,Mulya Sera,Pelayanan ramah ... Ga repot sdh di jelasin semua... Hrg miring setelah berkeliling....,5 bintang
Enter Komputer,Xo Xo,"Buat cewek yang kemarin bareng ibunya klaim garansi di bagian rma dan sempat ngobrol sama saya, siapa tau baca ini, boleh drop sosmednya ehehe, kemarin ga sempat nanya karena lagi liatin komputer saya yang lagi di cek 😅 …",5 bintang
Enter Komputer,Agus Tri P,"Tempat d lantai 3, agak jauh tapi tempatnya luas, pelayanan ramah dan cepat d banding toko sebelah..",5 bintang
Enter Komputer,Nur Ikhsan,"Pelayanan cepat, admin ramah, pesen part pc hari jumat sore, sabtu pagi sudah dateng.. Masukan dri saya ketersediaan stock tolong selalu diupdate di website, supaya pembeli ga bingung stok masih ada atau sudah abis trus kalo sudah abis …",5 bintang
Enter Komputer,Dezan Hardiansah,"Baik ramah, dapat di percaya, barang sampe dalam 3 hari, jadi jakarta padahal, gg the best lah",5 bintang
Enter Komputer,animgator,"Pelayanan Baik , tempatnya nyaman 👍🏻 …",5 bintang
Enter Komputer,Bang Benq,Keren keren mantap pokonya,5 bintang
Enter Komputer,fernando lutfhi,"Ramah, fast respon, terbaik dah",5 bintang
Enter Komputer,Jerry Manda,"Ngaku gamer? Tapi belum pernah kesini? Haduh. Makin cakep pokoknya ini toko, ada ruangan pegang2 gear mahal",5 bintang
Enter Komputer,Popon Amriyanto,"Bagus,costumer bener2 di layanani seperti raja.ngak lama n gak ribet",5 bintang
Enter Komputer,O S,"Pelayanannya ramah dan fast respon juga cuma kendala pas pembelian terakhir karena dari ekspedisinya lama sih,,terimakasih ya next semoga bisa rakit pc nya disini",5 bintang
Enter Komputer,Risang Ksatria,protokolnya mantab. diberi nomor antrian agar di dalam tidak terlalu penuh pengunjung. keramahan pegawai perlu ditingkatkan lagi.,4 bintang
Enter Komputer,Izonetoo Waone,"Pelayanan sales sih lumayan oke, sales ramah dan membantu, tapi pelayanan klaim di RMA sangat lambat, yang antri banyak teknisi tidak ada..cuma mau klaim ssd yang bermasalah, menunggu teknisi untuk lepas ssd saja buat di tukar ke distributor nunggu ber jam jam..",2 bintang
Enter Komputer,Yosef T,"Beli psu be quiet 850w gold+ dipake ga sampe setaon da rusak. Tapi okelah mungkin lagi sial aja. Eh pas klaim juga dipersulit. Cs ga ngerti2, ditanya solusi jg ga langsung clear. Org harus marah2 dlu baru diarahin cek garansi. …",1 bintang
Enter Komputer,dicky satriani,setelah perbandingan harga memang di Enter komputer paling murah dan lengkap,5 bintang
Enter Komputer,A. S. Mikdar,"Enter Komputer The Best... Saya kenal enter komputer di Kaskus sekira thn 2010 an, hingga saat ini masih exist bukti bahwa enter komputer the best dari segi pelayanan terhadap konsumen maupun produk yang dijual serta layanan after sales-nya.",5 bintang
Enter Komputer,xenarockx made,Ternyata kualitas layanan nya gak sebagus kenyataan nya...memang saat awal dateng kita di sambut oleh pihak customer service dan diajak konsultasi perihal rakitan PC yg kita akan beli.....tapi...saat pembayaran di KASiR...petugas nya kurang …,2 bintang
Enter Komputer,Agiuf,tokped chat sejam lebih. Udah sampe toko ga di layanin,1 bintang
Enter Komputer,dollfie menchestha,"Mantaap.. Pelayanan cepat
Pesan dari web hari minggu sore, hari senin pagi udah dikirimin notif di wa kalo udh bisa diambil. …",5 bintang
Enter Komputer,Rahadian Adinugroho,Perakitan lumayan cepat dan manajemen kabelnya lumayan rapi. Tapi waktu selesai sebaiknya didouble check komponen yang nggak kepake sudah lengkap atau belum. Soalnya saya beli disini cover PCI punya casenya ketinggalan. Untungnya waktu …,4 bintang
Enter Komputer,Indra Priatna,"Teknisi kurang bagus, pasang SSD ditunggu sejam belom dikerjain alasan lagi banyak pelanggan katanya, sekali dikerjain ngasal asal pasang aj tuh SSD, mending beli SSD aja gausah dipasang disana",2 bintang
Enter Komputer,Danz GF,"Pelayanan sangat memuaskan,udah 3 tahun beli disini terus, respon cepat, Part Gamingnya murah dan bagus rekomendasi untuk yang butuh kebutuhan PC gaming",5 bintang
Enter Komputer,Dicky Huang,"baru beli september tahun lalu, awal februari sudah rusak tidak tahu kenapa. tukang servisnya juga ga bisa menjelaskan kenapa bisa rusak. terakhir dia bilang ssdnya perlu digaransiin. sudah 2 minggu lebih pc saya belum bisa diambil karena nunggu garansinya. kapok deh beli di sini.",1 bintang
Enter Komputer,Sutrisno 19,"Tempat biasa cari laptop dan aksesoris komputer,audio ataupun hp komplit banget disini",5 bintang
Enter Komputer,Raihan Fajar,"Rakit atau upgrade PC disini aja, bakal dibantu dari 0 kalau tidak mengerti, staff-staffnya baik dan sabar, pelayanan Bintang 5 dan rakitnya juga rapih",5 bintang
Enter Komputer,metta selani,"Lumayan lengkap barang yang dijual disini. Tapi harus sabar aja disini karena yang beli banyak,perlu waktu untuk rakit tp pasti terlayanin kok.
Kalau mau cepet yah datang pagian sblm ramai dan bisa tny2 lebih lama",5 bintang
Enter Komputer,Nikko Herdwianto,Tidak bisa qris. Transaksi 1 maret 2025,3 bintang
Enter Komputer,Haikal Firmansyah,Bagus banget dan bisa dibilang pelayanan nya cepat worth it guyss👌👍👍 …,5 bintang
Enter Komputer,KUCENG Projects 25,Blanja disini pelayanan bagus.. pengiriman cepat .. packing rapi .. teliti sama barangnya.. terimakasih enterkomputer,5 bintang
Enter Komputer,yoes andie,"Komputer yg kami beli cukup memuaskan.
Barang asli. Baru dan sesuai spesifikasi. …",4 bintang
Enter Komputer,Narodo Mario,"Beli PC rakitan lewat online shop mereka di salah satu e-commerce, dari awal nanya info yg diberikan kalau barang bisa dikirim hari yg sama dengan metode instan. Tetapi akhirnya tidak bisa dan pesanan cancel karena mereka bilang stok habis. Ga jelas,.",1 bintang
Enter Komputer,mul yadi,Saran saya bisa di percepat aja dan barang segera mungkin di berikan setelah pembayaran lama kalo harus nunggu 45mnt,3 bintang
Enter Komputer,surahman wijaya,"pelayanan mantap, pengiriman cepat,",5 bintang
Enter Komputer,Ramdhan bagus,"Bagus pelayanannya, marketingnya ramah.

Hanya saja saya datang diwaktu yang tidak tepat, datang hari minggu jadi tidak bisa cek barang vendor yg ready stok, terpaksa beli part yg sedang ready saja.",5 bintang
Enter Komputer,Lunnardo Soekarno Lukias,"Pelayanan ramah dan cepat kalo tunggu pesanan atau rakitan bisa di dalam duduk-duduk atau ada gaming corner yang bisa dipake buat main game. Sayang gamenya terbatas cuman Valorant, CSGO, dan PB.",5 bintang
Enter Komputer,Ilham Utama,"Proses refundnya lama bgt, bilangnya 3-7 hari kerja. sudah 10 hari belum juga di transfer. Bilangnya vendor belum refund uangnya. tapi sebagai sudut pandang customer yang membeli barangnya ke Enterkomputer seharusnya proses refund jadi tanggung jawab dari toko.",1 bintang
Enter Komputer,Hugo Dela Bretoniere,Terbaik ini. Barangnya authentic dan untuk klaim garansi gampang. Tapi memang nunggu barangnya lama karna dia tidak ada display kudu ambil di gudang. Utk harga reseller paling murah se-Indonesia. Semoga dipertahankan.,5 bintang
Enter Komputer,William Mc Clure,Servicenya top karyawan nya ramah,5 bintang
Enter Komputer,Rivaldo AH,"beli pc rakitan sendiri online melalui webnya, kirim ke luar jawa. Pelayanan responsif, jelas, to the point. rekomended lah pokoknya. Barang sampai di tempat dengan aman.",5 bintang
Enter Komputer,Cikal Firman,"Keren tempatnya, mw rakit komputer juga lebih enak krn UI/UX web dan Aplikasi androidnya keren buat nyusun spek komputer yg sy mau..",5 bintang
Enter Komputer,Delon Dalair,"Service ok dan detail sampe ke konsumen dikasih saran yang lebih baik untuk performa komputernya, walaupun ane tolak 🤭 ini pengiriman pake JNE ke palembang sudah 3 hari belum sampai, mungkin siang, jangan sampe besok minggu. Dah gak sabar …",5 bintang
Enter Komputer,maximillianus forrest,"Dulu sekali, pernah belanja rakit komputer di sini melalui email, karena saat itu belanja online tidak terasa seaman sekarang. Kemarin beli komputer rakit lagi, sama seperti sebelumnya sangat puas. Semua komponen aman tanpa lecet, kardus …",5 bintang
Enter Komputer,Kharis Maulana,"Cable Management-nya kurang rapih, mungkin karena weekend lagi ramai jadi secepat mungkin aja biar rakitan yg lain ke kejar juga. Selebihnya mah semuanya udah bagus kalo enter mah. Apalagi selama nunggu udah ada banyak hiburannya",4 bintang
Enter Komputer,JBS Official,"Tokonya mantul, semua staf ramah, saya sok2an gaya rakit sendiri, ternyata trouble masih dibantu in h+2 beli, mantap lah wkwkwk. Minus nya ya kadang barang kosong wkwk",5 bintang
Enter Komputer,helyanto indrawan,"lengkap, kualitas ok,  harga part dirasa paling masuk akal.  top",5 bintang
Enter Komputer,Andri Siswanto,"Sekalipun saya di pedalaman Papua dan baru dalam dunia komputer, Enter Komputer selalu memberikan solusi terbaik saat berbelanja. Terima kasih Enter Komputer. Sukses selalu",5 bintang
Enter Komputer,Jott Warb,"Dipersulit kalau mau claim garansi
Harus siap menunggu setengah bulan(paling cepat) hanya disimpan digudang dan tidak dicek pas prgi hanya dikasih pilihan mau nunggu setengah bulan lagi atau tidak jadi claim garansi",1 bintang
Enter Komputer,todo bien,pelayanan baik offline maupun online. terpercaya. thankyou,5 bintang
Enter Komputer,Mountanalis C. Nugroho,Tempat beli komputer dan asesoris serta perlengkapan jaringan yg lumayan lengkap dan harga bisa bersaing.,5 bintang
Enter Komputer,Yanchesz Hanchesz,"Pusatnya merakit komputer. Budget bisa disesuaikan dengan kemampuan. Staffnya mempunyai product knowledge yang baik sehingga bisa membantu kita dalam memutuskan barang mana yang lebih bagus kualitas dan ketahanannya. Sebaiknya datang pada hari biasa, tanggal merah toko tetap buka tapi distributor tutup.",5 bintang
Enter Komputer,Arifin 46,"Dulu andalan pas masih dilantai 5 sekrng terutama tu sales laki paling kiri sombong nya minta ampun, amit2 gua nanya or beli disini lagi.
Pertanyaan sales laki apa itu garansi distributor? …",1 bintang
Enter Komputer,Asep D. Suryana,"Tempat nya keren.
Receptionist/ information center nya banyak, jadi yg datang langsung di arah kan, apakah tanya-tanya dulu, atau konfirmasi pembelian setelah merakit online. …",5 bintang
Enter Komputer,Moh. Rafi ilham,"Pelayanan ramah, proses cepat (ganti ram ±15 menit), harga terjangkau",5 bintang
Enter Komputer,Faizal Mubarak,Toko Computer langganan dari dulu yang lokasinya di dalam Mall Mangga Dua,5 bintang
Enter Komputer,Dradio Jambi,"Rekomended banget, admin yg ramah dan selalu kasih rekomendasi dengan baik, packing aman, refund kelebihan dana juga aman, dah pesen 3 PC semua aman lancar jaya …",5 bintang
Enter Komputer,Vincent liunardi,"Tempatnya luas, lengkap dan harga juga bagus. Klau ke sana pasti betah",5 bintang
Enter Komputer,CRYSANTHI P W,"Tempatnya okay, pelayanannya ramah Dan cepat. Thaaaank you 😁👍 …",5 bintang
Enter Komputer,Yunerikhe Febrianara,Pelayanan Terbaik,5 bintang
Enter Komputer,Terry Junior Pratama,PC sampai kerumah dengan selamat packing aman ke kalimantan terimakasih enterkomputer,5 bintang
Enter Komputer,Umar Mardianto,"Mba² yg bertugas di tempat konsultasi kurang bisa menjelaskan&menawarkan produk, teknisinya sangat nyebelin. Saya akhirnya beli laptop di toko sebelahnya...",1 bintang
Enter Komputer,FAIZAL INDRIAWAN ABDULLAH,"Saya beli barang barang komputer disini semuanya ada, qualitas bagus, gk nunggu lama, harga lebih murah dibanding toko lain sejauh ini belom ada masalah untuk barang barang dari enterkomputer.
Terimakasih enterkomputer",5 bintang
Enter Komputer,Vintale,"Respon lumayan, pelayanannya baik sekali Dan selalu berusaha memberi customer tips jika ada bagian PC yang tidak cocok",5 bintang
Enter Komputer,Alvin Raditya,"salah satu tempat andalan untuk browsing aksesoris dan jeroan komputer. pilihannya termasuk yg paling lengkap, pelayanan bagus, baik sales maupun after sales, harga bersaing, kurang apa coba??",5 bintang
Enter Komputer,Dee Tjahjono,"Begitu masuk Enter Komputer, terkesan cukup profesional dan terorganisir. Ada banyak customer service, masing-masing duduk di depan komputer siap melayani pertanyaan dan kebutuhan konsumen yang datang. Customer service nya cukup sigap. …",5 bintang
Enter Komputer,Brian Cendika,Untuk harga barang ok bahkan bisa di bilang sangat baik yg membuat saya kurang puas adalah pelayanannya di saat pemilihan barang atau pemesanan barang . Security sangat menolong dan teknisi juga. untuk waktu pengambilan barangnya bisa di bilang cukup lama . Tapi overall saya puas dengan kondisi barang,3 bintang
Enter Komputer,Almadina Citra Fitriani,"Sudah 2x beli produk di sini. Yg pertama SSD buat laptop pribadi, yg kedua chargeran buat laptop orang lain. Dan alhamdulillah dua²nya memuaskan. Semoga semakin sukses dan semakin bagus kualitasnya yaa.",5 bintang
Enter Komputer,Wisnu Firmansyah (wisnufirmansyah1412),Sangat melayani dengan baik tp sempet salah pasang jd nunggu lagi,5 bintang
Enter Komputer,Andrea Bastian,"Toko nya besar, tp over crowded. Beli nya si enak, harga lumayan murah. Begitu komplain baru berasa ga enaknya. Baru beli 2 hari, klaim mestinya tuker 1 on 1, tp ga bisa dg alasan kesalahan user. Padahal emang barangnya fault.  Setelah …",2 bintang
Enter Komputer,Rizky Pratama,Pelayanan bagus dan terpercaya,5 bintang
Enter Komputer,Fredy Elyeser,"Pelayanan online sangat buruk.. konsultasi, tanya barang nunggu balas2annya berjam jam.. bahkan setelah transfer pembayaran pun masih lambat..",1 bintang
Enter Komputer,Arzarea AI,"t4 paling enak buat belanja komputer, harga terjangkau",5 bintang
Enter Komputer,zakir syah,"+. Harga paling bersaing (paling ngambil lebih 25-100rb dari harga quantity distributor)
+. Waktu dari setelah bayar sampai barang bisa d ambil lebih cepat dari …",5 bintang
Enter Komputer,Susan Simanjuntak,"Pelayanan memang cepat,, tapi terkesan terburu2. harus cek kembali invoice nya karena tidak tahu kenapa ada masuk ""biaya layanan"", setelah saya tanya, biaya tersebut kalau menggunakan kartu debit padahal dari awal diminta transfer m-banking saja. setelah itu, langsung diganti tanpa biaya tsb.",3 bintang
Enter Komputer,Rossydina Amanda,"MENDING BELI DI BHINNEKA. beli laptop karena lebih murah 200rebu ternyata ga worth sama perlakuan staff di toko. saya pesan online tapi barang ambil sendiri. terkhusus staff kasir yang lamban, ga informatif, dan malah emosi pas saya …",1 bintang
Enter Komputer,Khari Secario,"Harga ga murah2 amat. 11-12 sm toko sebelah. Stoknya jg ternyata disuplai Dr tempat lain. Pengambilan yang harusnya cuma setengah jam (yang pesanan saya jadi 1 jam), saya harus nunggu hampir 2 jam. …",3 bintang
Enter Komputer,Abdul Malik,"Recommended banget nech toko...
Pegawainya ramah smua...
smua yang kita mau dari mulai merakit PC yang sesuai bugdet n paket2 komplitnya …",5 bintang
Enter Komputer,Ida Rosida,Memuaskan dan ramah marketingnya....,5 bintang
Enter Komputer,Achmad Firdaus Adinegoro,"Pengalaman membeli online menggunakan WA:
Fastrep, sangat membantu, barang dipacking dengan rapi, dan barang cepat sampai",5 bintang
Enter Komputer,Andri Kurniawan,"Hati hati beli di sini. Beli casing (nota #SDNB78N)
Sampai rumah casing dalam kondisi penyok dan kaki karet hilang satu.
Di komplain, ternyata tidak bisa retur. Alasan, kenapa tidak diperiksa di toko. …",1 bintang
Enter Komputer,Malvin Hariyanto,"Tempatanya oke rekomen buat ngerakit pc, tempatnya juga nyaman. Kebersihan nya juga bgus bersih banget. harga bersahabaat juga dijamin ori yg pastinya. Keramahan para prgawainya juga diacungi jempol de.",4 bintang
Enter Komputer,oscar xu,"Tempatnya gede. Harganya standar lah, gak mahal, gak murah2 bngt jg.",4 bintang
Enter Komputer,Killandi Blogo,"Kalau beli batere laptop sebaiknya jangan disini.

Tapi kalau yang lain, ok punya.. dan terjamin. …",3 bintang
Enter Komputer,Andrew,"Build PC disini, build yang diinginkan tercapai, akan tetapi beberapa part harus disubsitusi, dan agen yg membantu build kurang paham mengenai detil build, seperti misalnya apakah RAM klevv 3200 mhz itu udh standar JEDECnya segitu, atau …",4 bintang
Enter Komputer,Tato Satriyanto,"Keren metode pelayanannya. One stop shoping utk kebutuhan rakit komputer.
Buat yg ngga ngerti teknis nanti dibantu sama salesnya. Kalo ngerti bisa simulasi barang2nya di website nya dulu sebelum ke sini. Tapi pastiin masukin yg …",5 bintang
Enter Komputer,DEN SYUHADA,"UANG PEMBELI SUDAH DI TRANSFER PADAHAL DI MEDSOS BARANG READY TERNYATA PAS KURIR MAU AMBIL BARANG EH KOSONG. MERUGIKAN PARA PEMBELI, AJARIN KARYAWAN SANA UTK YG PRIA ""SDM ATTITUDE MINES"" !!!",1 bintang
Enter Komputer,NewTreeSarie,"Banyak pilihan pembayaran , pelayanannya ramah bisa konsultasi dulu cocok apa tidak part2 nya ,tempat duduk buat nunggu nya banyak",5 bintang
Enter Komputer,Nathan,Harga relatif sama dengan online shop gk beda jauh. Pelayanan dan garansi diurus dengan baik. Sebaiknya mengecek ketersediaan barang atau konsultasi melalui website dan whatsapp customer service sebelum datang ke tokonya untuk menghindari …,4 bintang
Enter Komputer,Wildan Harits,"Pelayanan cepat, semua barang dicek dengan baik",5 bintang
Enter Komputer,Fitri Aidyawati,"Harga ckup murah. Kalo mau rakit di lokasi, mesti dateng pas toko buka (jam 10 pagi),, max jam 11:00 dilokasi kalo pc klian mau diambil di hari yg sama.. agak kecewa sama teknisi-nya, disedia-in 8 teknisi bwt rakit pc, tapi saya pantau …",4 bintang
Enter Komputer,reza shahrulsyah,"Customer Service, teknisi cukup informatif dan ramah, produk yg dipesan siap dlm 20 menit setelah pembayaran. Recommended..",5 bintang
Enter Komputer,Adim As,"Pelayanan bagus, lumayan murah dari toko sebelah.
rencananha mau beli pc, tapi terkendala berat di ongkir
akhirnya hanya beli komponen yang ada di dalam cashing aja.
cashing dan monitor beli di kampung aja.",4 bintang
Enter Komputer,ARK 48,"Barang lengkap. Yang saya cari sudah ada di toko ini, di saat toko lain masih belum ada. Respon cepat dan tanggap. Barang sampai rumah dalam kondisi bagus. Toko yang amanah. Semoga sukses selalu",5 bintang
Enter Komputer,Mila Pangestu,"Respons ckp baik/cepat,bantuan pengarahan jg ok.Brg yg dibeli adlh 3 pcs DDR3 Vgen 8GB,skrg msh tunggu kiriman sampai,shg info hny sejauh ini.",5 bintang
Enter Komputer,Putu Adhi,"Pertama kesini shock liat antreannya panjang banget, padahal lagi gak ada promo apa-apa.
Tempatnya nyaman, ada tempat duduk tunggu yg luamayan lah, pelayanannya bagus, …",4 bintang
Enter Komputer,Hamzah,"Toko komputer paling gila sepanjang masa.
Selisih harga jual distributor sama harga toko 3rb-25rb mana ada tokolain yg berani gini …",5 bintang
Enter Komputer,Fajr muzzammil,honest review. kalo mau rakit disini dan cepet jadi mending dateng pas toko baru buka karna perakita cukup cepat tapi pengadaan barang yang lama tergantung antrian. untuk yang mau konsultasi rakit pc tidak disarankan menanyakan ke costumer …,5 bintang
Enter Komputer,Ryan arie,Brg2 dgn harga termasuk murah cm akan habis waktu anda menunggu krg lbh 30 menit brg baru dtg. Sselisihplg 50 cepe. Tp yg ada boncos krn ongkos mijit 300k gr2 berdiri kelamaan kaya spg lapangan.,2 bintang
Enter Komputer,WIRATAMA,"Harga Hampir sama dengan Online, Waktu Tunggu Pengambilan Barang Lama, Pelayanan OK, Klaim Garansi OK. Layanan Web dan Chat OK. Lebih baik pesan barang dulu lewat chat atau web, setelah itu ambil barang ke toko. agar tidak lama menunggu.",4 bintang
Enter Komputer,Bang Ip,"Bagus tapi terkadang ada csnya yg asal asalan aja memberikan keterangan ke pelanggan alias kurang ramah kali ya,tapi salut untuk cs yg m nggunakan kerudung memberikan penjelasan yg sangat baik mengenai bebeapa produk,dan produk dan …",3 bintang
Enter Komputer,Sem Yeong,"belanja nya mudah via WA
stok melimpah banyak pilihan
harga murah sesuai budget",5 bintang
Enter Komputer,yudha prawira,"Kaget liat tempatnya, pelayanannya pro bgt dan CSnya siap sedia menjelaskan tanpa perlu nanya ke kiri kanan …",5 bintang
Enter Komputer,Papua Muda,"Toko terpercaya, harga kompetitif, pelayanan cepat, barang berkualitas",5 bintang
Enter Komputer,Muhammad,Pelayanan sangat memuaskan namun harga yang ditawarkan sangat merakyat,5 bintang
Enter Komputer,Roy Siregar,"Bagi teman2 yang punya hobby rakit komputer dan gaming, disini bakalan di manjakan dengan gaming gears and acessories, inspiratif bangetlah, tersedia berbagai macam , mulai dari motherboard gaming, hogh end graphic card, gaming mouse and …",5 bintang
Enter Komputer,Hedwigus WDA,Tempat racun bagi para gamers,5 bintang
Enter Komputer,Mathiuse Wolfy,"sebulan lalu saya kesini buat beli pc rakit, baru sebulan sudah ada masalah di pcnya. pc tidak mau menyala. saya yang dari jauh yg awalnya berharap besar ternyata hasilnya bikin ketawa.",1 bintang
Enter Komputer,Bintang Asia,"Harga patokan buat belanja di mangga dua.
Bisa pesan lewat online plus dirakitin juga.
Harga lumayan murah …",5 bintang
Enter Komputer,Agung Rahmadi,Tempat saya beli laptop dan upgrade ssd ram.,5 bintang
Enter Komputer,Daniel Lim,"Fast respon,trusted,dan pastinya good quality bakal beli lagi untuk kedepannya",5 bintang
Enter Komputer,Roberto Ronald,"sudah 2 kali beli disini dan habis 29 jt. pelayanannya memuaskan, sempat tuker barang juga dan bisa mantaap deh",5 bintang
Enter Komputer,Ahis Prastio,"Toko terbaik yang pernah saya kunjungi, sales nya sangat ramah dan mereka sangat welcome kepada customer yang datang, nanti kita bisa berkonsultasi dulu mengenai barang yang kita cari dan kebutuhan kita seperti apa. untuk harga nya menurut …",5 bintang
Enter Komputer,Muhammad Iqbal,"Kurang puas sama pelayananya, kebijakanya aneh kalau beli barang harus beli 3 baru boleh dipasangin.. aneh sekali saya sudah mau tambah beberapa part yg jatohnya buang2 uang karna pc saya butuh minor upgrade saja,  eh ternyata staff nya …",2 bintang
Enter Komputer,Real Majid 7,"Mohon SOP pelayanannya lebih diperjelas lagi, Minggu lalu sya ganti SSD pelayanannya bagus, bisa cek dlu kompatibel ato enggak dan bisa skalian pasang juga
Tapi kali ini kok mau upgrade RAM pelayanannya udh beda, kita malah diarahkan …",3 bintang
Enter Komputer,vica pippi,"dtg pg² krn pc anak saya bermasalah.. ternyata fyi aja.. klo kita blm tw part  apa yg mw d ganti .. d ek ini ga bs ya gaess.. tp alhamdulilah ada salah 1 staf yg anter kita ke toko lain utk coba servis. ..ek ini ada d lt 3 , toko nya gede lengkap pas banget wat anak geming maen² d sini..",5 bintang
Enter Komputer,Aldien Febriansyah,"Pelayanan buruk banget, terakhir 2018 ke sini masih enak, 2022 udah payah pelayanan buruk, orang angkat pc berat ga dibantuin, gabisa menuhin request customer, mending beli online aja masang sndiri dirumah",1 bintang
Enter Komputer,Defi Susisusanti,"Tempat konsultasi, rakit komputer di Harco mall mangga dua. Pelayanan cukup ramah dan cepat. Tempat sering ramai dan antri apalagi kalo hari libur atau weekend. Tempatnya unik seperti di film matrix kalo udah kesini. Recommended buat yang mau rakit komputer hanya di enter komputer mangga dua mall.",5 bintang
Enter Komputer,Randy Renardi,"Baru beli 13th gen intel cpu, dan mobo yg diorder keluarnya sbelon cpu nya keluar, jadi ada keraguan apakah mobo nya support cpu baru nya atau tidak walopun di websitenya tulisannya support tapi ternyata di cpu support list dr ASUS ga ada …",5 bintang
Enter Komputer,pandji prakoso,"rekomen banget. admin fast respon, harga harga item nya masih masuk akal (dan kantong), packaging rapi (plus bubble warp).",5 bintang
Enter Komputer,Nita Cahyo,"Tempat yang baru skrg lebih nyaman, keren dan tertata rapi meski memang harus menunggu juga karena customernya yang datang sangat banyak. Tokonya lengkap dan harganya terjangkau",5 bintang
Enter Komputer,Ardie Hudianto,"Pengalaman berbelanja komputer rakitan yg sangat nyaman, cepat dan presisi sayangnya barangnya kadang sering ga ada apalagi klo dtng pas sabtu minggu, overall pengalaman yg menyenangkan merakit komputer di enter komputer",5 bintang
Enter Komputer,Naufal Ibrahim,"Pelayanan cepat dan memuaskan, terbaik👍🏻 …",5 bintang
Enter Komputer,Axl TJ,Pelayanan Ramah. Harga Bersaing. Pencarian barang sangat mudah.,5 bintang
Enter Komputer,SevenAngel,"Lebih di perhatikan,khususnya dibagian pickup,setidaknya sebelum menyerahkan barang ke customer di cek terlebih dahulu barangnya apakah dipastikan bisa menyala???saya beli pc rakitan disini, …",2 bintang
Enter Komputer,creon aryo,"Ga perlu diragukan lg lah kalo belanja di tempat ini baik offline/online. Prosedur pelayanannya jg rapih, walau kadang suka ngantri dikit tp ttp nyaman. Minusnya cm ga bs nawar aja nih disini 😌 …",5 bintang
Enter Komputer,raga rimaldi,"Pelayanan cepat dan ramah, tempat besar dan nyaman, demo unit dan showcasenya juga menarik. …",4 bintang
Enter Komputer,Budy Permana,"Saya hari ini beli dan rakit pc karena sdh sore jadi besoknya mau diambil setelah makan siang, pelayannya ramah dan bisa mengedukasi pembeli agar mengerti dan harga pas tidak bisa tawar menawar ,mungkin kalo ada voucher diskon bisa didiskon …",5 bintang
Enter Komputer,irfan creative,"semakin lama, semakin kacau pelayanannya.

saya pesen part pc via website sudah dibayar dari pagi sampai disana kode pick …",1 bintang
Enter Komputer,Kay Mar,"Nunggu komputer sakit, baru beli langsung meninggal, kl komputer gw beres gw kasih 5 star",3 bintang
Enter Komputer,Rizki Fauzan,"The best sih ni toko, pelayanan dri admin di website juga grecep, ramah dan baik bgt. Pelayanan di offline storenya juga sama. Gokil!",5 bintang
Enter Komputer,Hendi Hermawan,Sistem layanan penjualannya unik. Setiap staf penjualan diberikan meja khusus untuk melayani pembeli. Disini disediakan ruang tunggu untuk menunggu barang yang dibeli tiba. Karena banyak barang yang dijual disini tidak siap stoknya. Jadi …,5 bintang
Enter Komputer,Ian,"Produk banyak, pelayanan terlalu kaku, skema boleh, tp skema yang bikin rumit mungkin ga semua orang bs terima, tergantung visi dan misi EK sih. Sukses ya lur",3 bintang
Enter Komputer,Virnaz Adithya Prakasa,"Pelayanan nyaman dan ramah, pembayaran praktis.",5 bintang
Enter Komputer,Adi Prayitno,"Tempatnya lumayan besar dan ramai buat keperluan berbelanja kebutuhan elektronik seperti komputer, laptop, perlengkapan gaming dll...ya walaupun masih banyak barang yang stoknya ga ada atau sering habis",5 bintang
Enter Komputer,Ardhit Ramadhan,"mantap, sat set das des, operator cs sales nya tanggap meski ga keliatan.
sales nya juga sabar. kasir nya jutek, teknisi nya friendly, ngasi solusi dan saran. …",5 bintang
Enter Komputer,Bhayu Septyana,"Pelayanan konsultasi bagus, harga tdk overprice, tapi sayang untuk barang2 yg tdk ready stock (ngambil di toko lain) datangnya lama sekali, minggu lalu beli MSI RX 570 nunggu barangnya datang hampir 2 jam...",3 bintang
Enter Komputer,Putra Ramadhan,"Pelayanan bagus, harga paling murah, tampilan toko juga bagus banget, hanya saja kalo order jangan dateng ke toko, sakit hati kalo nunggu lama banget, bisa 3 jam, mending order pakai gojek / expedisi..",4 bintang
